station	lon     	lat     	v_vert	v_std
PKTN	-83.024403	39.045470	-0.330	0.462
PKWD	-121.676981	46.599798	-2.463	1.006
PLAB	-4.412022	48.511784	-0.800	0.180
PLAC	16.438333	38.449444	0.632	0.148
PLAN	1.986956	41.418528	-0.615	0.484
PLAS	-7.870656	42.873348	-0.414	0.245
PLIN	-90.038314	43.276085	-2.370	0.544
PLOE	-3.427340	47.746115	-0.543	0.138
PLOU	-3.242795	48.795868	-0.511	0.438
PLPX	-115.151275	31.588600	2.117	0.631
PLS5	-114.113926	47.663770	-0.668	0.205
PLSM	26.182968	57.390033	0.988	0.518
PLTC	-104.725938	40.181593	-0.449	0.109
PLTX	-115.430893	31.816339	3.210	0.500
PMAR	-121.686748	43.990673	-1.312	0.508
PMB1	-55.144864	5.828161	-1.557	0.446
PMBG	30.383268	-29.600726	1.679	0.168
PMBT	164.901369	-21.118626	-3.433	1.610
PMOB	-116.859543	33.357238	1.008	0.288
PMTG	-1.111202	50.802330	-0.572	0.135
PMTN	-119.056928	37.831372	3.556	0.389
PNB5	-68.772270	44.451726	0.381	0.200
PNCL	-123.415258	48.101460	-0.421	0.503
PNCY	-85.678194	30.204594	-1.049	0.311
PNE2	-85.828707	10.195165	-1.597	2.914
PNGM	147.366010	-2.043230	-2.826	1.373
PNR5	-94.722268	46.863509	-1.954	0.187
PNR6	-94.722588	46.863503	-1.636	0.178
PNVL	-120.844613	44.312092	-0.217	0.541
POAL	-51.119765	-30.074042	-0.078	0.597
PODG	79.484904	43.327513	2.278	0.403
POGE	-89.463928	43.567394	-2.901	0.583
POHN	158.210114	6.959944	2.428	0.778
POL1	16.322246	50.350153	2.674	0.298
POL2	74.694266	42.679770	1.197	0.262
POLI	-46.730312	-23.555647	1.070	0.656
POLV	34.542931	49.602614	0.798	0.175
PONT	20.585179	38.618999	-1.793	0.576
POR3	-7.432892	39.290944	-0.040	0.242
PORA	176.635215	-40.266377	-2.481	0.584
PORZ	7.069349	50.870423	1.793	0.228
POTG	28.930246	-24.013182	0.817	0.451
POTS	13.066090	52.379297	0.491	0.316
POUM	164.023776	-20.231651	-0.217	2.469
POUS	12.297860	50.138436	0.035	0.349
POVE	-63.896320	-8.709336	-1.409	0.532
POZA	34.871661	37.422113	0.886	0.329
POZZ	11.681688	46.422617	1.269	0.325
PPBF	-117.182088	33.835726	1.830	0.217
PPER	-68.469444	48.516840	3.341	0.405
PPT3	-149.571869	-17.542570	-1.392	0.715
PPTE	-51.408534	-22.119904	1.592	0.491
PRAT	11.099126	43.885562	1.111	0.220
PRE2	12.072990	47.029162	1.003	0.429
PREM	9.878263	45.869980	0.835	0.604
PRET	28.282634	-25.732028	2.252	0.125
PRJC	-66.999498	18.342233	-3.337	1.035
PRKV	26.265000	39.245702	-0.533	0.285
PRLT	-67.189133	18.059837	-1.524	1.264
PRSR	-119.790837	46.215677	-0.611	0.761
PRTL	-7.300976	53.031861	1.083	0.764
PSAP	-116.493990	33.819236	1.394	0.372
PSAR	22.184301	38.321745	-0.964	0.554
PSB1	14.810700	41.223371	0.101	0.141
PSBR	-6.636929	42.051193	-0.108	0.186
PSC1	-74.249611	44.434485	1.686	0.222
PSDM	-117.807088	34.091764	0.744	0.318
PSKA	22.749290	-29.667638	2.014	0.119
PSKI	100.353403	-1.124681	0.666	1.386
PSMK	97.860905	-0.089315	2.879	2.496
PSTO	-77.277080	1.211711	0.388	0.776
PSU1	-77.849800	40.806900	-0.624	0.388
PTAX	-115.456335	32.377486	0.584	0.775
PTBB	10.459747	52.296190	0.356	0.139
PTBG	29.465700	-23.923207	1.744	0.119
PTCL	-71.370402	-17.701352	3.202	1.570
PTDL	-72.673108	46.288694	0.121	0.444
PTGV	-89.699682	36.413471	-0.853	0.326
PTGX	-89.699683	36.413578	-0.737	0.220
PTIG	-112.371942	42.869633	0.539	0.261
PTKL	150.913699	-34.475546	-0.341	0.295
PTOL	21.678138	40.511394	-1.490	0.927
PTR1	16.060784	40.531971	0.797	0.443
PTRE	-69.574329	-18.194289	0.748	0.708
PTRJ	14.528889	41.364340	1.034	0.509
PTRO	-121.944168	38.209495	1.960	0.778
PTSN	-119.609756	45.939158	-1.139	0.931
PUB6	-104.345485	38.287083	-0.121	0.219
PUEC	3.314376	43.693365	-0.360	0.198
PUJE	-85.272478	10.113978	-0.722	1.067
PULK	30.327784	59.771839	1.776	0.219
PUMO	-84.966713	10.064498	-1.937	1.678
PUR6	-67.066836	18.463192	-0.534	0.736
PUYV	3.878873	45.043618	-1.205	0.369
PVE3	-118.404253	33.743295	1.413	0.362
PVHS	-118.372162	33.779453	0.060	0.365
PZCG	-112.325956	44.338103	0.374	0.223
QCTR	-73.621491	45.708314	3.145	0.528
QCY2	-121.137347	36.161065	1.056	0.156
QHTP	-118.244811	34.628680	1.830	0.504
QIKI	-64.033666	67.559339	4.347	0.129
QINT	-3.033746	41.985284	-0.020	0.213
QMAR	-120.965565	47.775100	-0.786	0.662
QUEM	-78.497349	-0.237051	1.728	0.923
QUIN	-120.944428	39.974554	1.541	0.549
RAAP	-116.917247	33.042235	0.968	0.347
RADE	7.381782	51.198932	0.983	0.278
RAL1	-1.315028	51.571343	-0.091	1.085
RALR	-78.638729	35.786911	-0.876	0.217
RAMS	10.278151	44.411357	1.016	0.561
RAMT	-117.683349	35.338714	0.799	0.267
RASS	11.835626	43.646762	0.710	0.751
RASZ	49.108315	27.491774	-0.351	0.406
RAUM	177.677525	-37.965003	-0.040	1.217
RAV2	9.624219	47.793103	0.637	0.237
RAVN	120.070888	-33.596746	-0.134	0.257
RAWI	177.415398	-38.495556	-1.156	0.677
RAY1	6.493874	43.160514	-1.827	0.615
RAYL	-85.654196	40.063192	-1.630	0.260
RCA2	-119.719996	34.499981	1.859	0.240
RDIY	37.335668	40.385236	0.327	0.312
RDMT	-116.624686	34.643941	0.857	0.229
RDPI	12.710322	41.760369	1.038	0.445
RDSD	-69.911323	18.461398	-1.628	1.488
RECF	-34.951517	-8.050963	-1.684	0.461
REDL	-95.035596	47.876297	-0.316	0.293
REDZ	17.117529	54.472380	0.477	0.292
REED	-124.107798	43.701007	-0.484	0.641
REFO	12.703516	42.955663	0.308	0.188
RELA	-116.554289	36.715378	0.990	0.307
REMC	-86.432258	39.416733	-0.766	0.321
REN1	13.093090	42.792827	0.036	0.222
REP2	-116.468323	36.840443	0.151	0.357
REP4	-116.466101	36.849145	1.420	0.816
REPI	12.002426	42.952123	1.031	0.427
REPO	-116.468342	36.840353	0.673	0.281
RESO	-94.893689	74.690821	5.995	0.148
RESU	14.056830	37.646773	0.176	0.223
RETO	12.406940	42.782293	0.340	0.178
REUN	55.571720	-21.208226	-0.146	0.922
REUS	1.168531	41.170005	-0.280	0.157
REZ1	27.343297	56.527808	0.433	0.460
RG02	-107.226472	34.631769	0.076	0.154
RG06	-107.864787	32.634898	0.531	0.129
RG07	-106.843314	32.496494	0.353	0.139
RG08	-104.994063	32.728353	0.044	0.118
RG09	-107.055883	36.304615	-0.179	0.120
RG10	-106.538556	36.451225	-0.377	0.142
RG14	-107.973464	39.955839	-0.254	0.176
RG21	-107.109195	37.767847	-0.153	0.140
RGAO	-69.379783	-34.245561	-0.151	1.547
RGAR	176.343033	-38.562042	-0.671	1.009
RGKA	176.244054	-38.020067	-0.653	0.925
RGKW	176.772812	-38.052529	-1.016	1.236
RGLI	176.385724	-38.003275	-0.279	0.974
RGRE	176.521197	-38.057255	-1.878	1.260
RGRR	176.514616	-38.338891	-0.697	1.075
RGUT	176.194168	-38.176645	-2.685	1.070
RGWI	177.177774	-37.518075	-3.551	1.422
RHCL	-118.026170	34.019051	0.844	0.254
RHER	-89.443859	45.632856	-2.801	0.593
RHIY	38.770800	39.906113	1.391	0.455
RIAN	-5.006051	42.975769	-0.365	0.204
RIC2	-119.277661	46.277377	-0.912	0.227
RICH	-84.895942	39.830130	-1.142	0.185
RIE1	21.928686	55.729742	1.310	0.256
RIET	12.857148	42.407618	0.779	0.560
RIGA	24.058774	56.948620	0.805	0.274
RIO2	-67.751118	-53.785472	2.617	0.641
RIOB	-67.802812	-9.965458	-2.001	0.752
RIOD	-43.306277	-22.817844	1.125	0.697
RIOH	-72.869702	11.513216	1.666	0.208
RIOP	-78.651107	-1.650596	0.420	0.763
RIPA	176.492512	-39.165522	-0.220	1.004
RIS5	-90.225621	42.012280	-1.502	0.300
RKSK	25.587162	55.957934	0.538	0.256
RMND	-80.383932	25.613780	-0.795	0.201
RMTE	86.597058	26.990947	0.143	1.216
RNAN	-4.411724	43.296051	-0.833	0.306
RNCH	-120.524825	35.899994	3.193	0.290
RNI2	14.152449	41.703481	0.131	0.245
RNNA	-35.207708	-5.836140	-1.386	0.481
RNO1	-119.885815	39.537908	1.998	0.221
ROAP	-6.206268	36.464268	-0.848	0.816
ROCD	-60.543911	-13.122275	-2.438	0.584
ROCK	-118.676431	34.235674	1.569	0.296
ROE2	5.999134	51.174811	-0.350	0.460
ROGE	-117.085471	36.217878	0.233	0.366
ROGM	-65.330608	-10.784242	-2.734	0.626
ROJI	-61.959716	-10.863900	-0.653	0.635
RON1	10.669811	45.984063	1.764	0.525
ROS2	-95.779162	48.845925	-0.004	0.263
ROVE	11.042102	45.893505	0.814	0.421
ROVR	11.072058	45.646946	0.208	0.200
RPUR	90.763189	23.036452	-1.688	0.901
RRW1	-89.058025	42.351123	-1.052	0.156
RSMN	12.450744	43.933463	2.915	0.372
RSPX	7.265111	45.148198	0.209	0.217
RST2	5.483698	43.940957	-0.526	0.204
RSTL	5.483697	43.940956	-0.033	0.119
RSTP	-118.192923	34.875080	1.090	0.253
RSVY	-119.184434	34.541476	1.262	0.148
RTBG	14.965680	51.354880	0.014	0.493
RTDN	-88.904556	38.317911	-0.498	0.190
RUBY	-115.122834	40.617210	0.218	0.189
RUMP	-115.868459	36.256907	0.185	0.312
RUND	19.776252	-17.910492	0.286	0.578
RVDI	-73.581220	41.041994	-0.660	0.118
RYMD	-123.730412	46.684130	-0.685	0.475
S004	130.878578	31.425309	1.658	0.813
S005	141.844819	43.528644	3.637	1.063
S007	142.195028	27.067532	-0.496	0.709
S106	139.081970	35.006853	2.651	2.218
S110	140.087190	36.106114	3.073	3.359
S1EN	11.337741	43.314946	2.294	0.698
S300	-121.558268	37.666507	0.602	0.308
SA01	-71.490738	42.618077	0.297	0.184
SA02	-76.839447	38.992327	-1.216	0.207
SA03	-72.025389	44.535111	2.546	0.395
SA05	-76.350248	39.999255	-1.154	0.219
SA06	-71.690501	43.756845	0.960	0.137
SA10	-114.132613	51.079380	-0.274	0.231
SA15	-76.709352	39.254628	-1.330	0.210
SA19	-98.519903	33.873831	0.825	0.210
SA24	-109.688217	31.368334	0.816	0.373
SA27	-110.961356	29.082070	1.100	0.479
SA30	-92.458646	42.512165	-1.548	0.141
SA43	-92.273585	38.904721	-0.729	0.203
SA56	-66.642338	45.950138	0.345	0.208
SA58	-73.937641	45.424155	2.595	0.225
SA62	-105.147584	40.587775	-0.348	0.338
SAAR	6.538066	49.603193	0.264	0.253
SABL	-1.805789	46.530029	-0.120	0.144
SAC2	14.705810	41.397494	0.537	0.129
SACS	11.909684	42.849044	2.041	0.530
SAGA	-67.057781	-0.143854	-1.803	0.346
SAGE	-71.061655	48.427382	4.832	0.511
SAGI	-1.941267	46.695704	-0.660	0.183
SAKI	23.048861	54.951958	0.170	0.275
SAL5	-94.816595	35.367078	0.052	0.181
SALB	16.346028	39.877038	0.959	0.255
SALE	-2.323573	53.427653	-0.417	0.261
SALU	-44.212479	-2.593459	-1.333	0.397
SAME	1.548161	45.665031	-0.413	0.455
SAMR	50.233632	53.228697	-0.811	0.336
SAN0	-81.715723	12.580450	-0.205	0.882
SAN1	23.267822	41.550562	-0.518	0.227
SAN2	-1.939202	42.339650	-0.144	0.411
SAN9	-4.376281	40.358285	-0.193	0.331
SANN	9.582145	50.319816	0.934	0.308
SANO	-1.212976	50.650331	-0.465	0.332
SAOB	-121.447181	36.765302	1.543	0.255
SAPI	4.905809	45.713776	-0.390	0.352
SAPP	12.689787	46.567370	1.735	0.251
SARL	7.031302	49.002543	1.722	0.194
SARN	11.141627	46.418733	1.029	0.265
SARV	32.617256	36.696653	-0.060	0.389
SARY	27.916436	41.442969	0.298	0.257
SASK	-106.398355	52.196255	-0.302	0.108
SASL	-1.505099	47.207311	-0.490	0.149
SASS	13.643293	54.513591	0.626	0.135
SAUL	23.314449	55.956506	0.619	0.282
SAUN	0.931743	47.581342	-0.550	0.415
SAV6	-81.696592	32.138719	-0.228	0.218
SAVO	-38.432254	-12.939246	1.081	0.210
SBAL	-61.226563	-30.308778	3.374	1.426
SBAR	2.174297	41.980111	-0.133	0.183
SBG2	13.110431	47.803421	0.212	0.201
SBLS	-0.330177	47.844724	-0.216	0.209
SBOK	17.879210	-29.669326	0.473	0.114
SC01	-106.966543	34.067953	1.321	0.187
SC02	-123.007611	48.546195	-0.510	0.263
SCAC	-8.692592	38.018781	-0.432	0.212
SCCB	-89.984969	38.512820	-1.391	0.423
SCCH	-52.599507	-27.137565	-0.560	0.345
SCGP	-82.232580	34.937698	-1.451	0.341
SCH1	12.396215	48.062143	2.070	0.366
SCH2	-66.832615	54.832089	11.083	0.426
SCH3	11.362994	45.718058	0.381	0.555
SCHA	-79.925365	32.779477	-0.687	0.264
SCHE	7.905157	50.346488	1.230	0.271
SCHR	16.085334	40.190233	0.484	0.170
SCIA	-117.388299	34.607446	1.067	0.235
SCIL	-6.295794	49.914557	-0.642	0.344
SCLA	-50.304262	-27.792835	0.199	0.344
SCMV	-122.337204	48.417853	-0.382	0.234
SCO1	30.754498	-30.285551	1.191	0.264
SCSR	-80.340722	33.922788	-1.104	0.258
SCTE	18.467219	40.072289	-0.264	0.299
SCUN	-81.648811	34.766286	-0.147	0.288
SCWT	-80.668414	32.903438	-1.041	0.325
SDHL	-116.278898	34.255011	1.539	0.238
SDNA	12.564190	45.629830	0.617	0.386
SDSF	-96.621827	43.733821	-1.364	0.261
SE01	-107.212102	39.400351	-0.079	0.278
SEBR	-81.062644	43.403792	-1.727	0.453
SEDR	-122.223848	48.521558	-0.658	0.201
SELE	77.016898	43.178732	2.183	0.504
SELM	2.835228	46.160864	-0.176	0.495
SEMD	44.573889	37.305146	2.186	0.707
SERS	16.688521	39.035939	0.535	0.139
SEUR	5.151525	46.994271	-0.660	0.309
SEV1	7.837302	45.535449	0.700	0.440
SEY1	55.479404	-4.673719	-1.565	1.215
SFDM	-118.754506	34.459805	3.148	0.281
SG00	-97.086624	47.921809	-1.590	0.125
SG01	-97.484814	36.604141	0.182	0.130
SG03	-83.011202	39.998440	-1.791	0.335
SG04	-97.266078	37.131916	0.642	0.114
SG05	-80.622838	28.065245	-0.593	0.163
SG06	-73.124958	40.914679	-0.775	0.265
SG08	-96.428044	36.841334	0.006	0.123
SG09	-98.284356	36.430752	0.423	0.132
SG15	-95.593751	38.202338	-0.686	0.449
SG19	-98.977854	35.355546	0.464	0.507
SG23	-86.946166	40.437759	-1.892	0.361
SG24	-105.588854	40.054247	-0.323	0.359
SG26	126.955527	37.462518	0.460	0.295
SG33	-106.506308	31.772903	0.644	0.104
SG34	-96.740236	35.269063	0.873	0.451
SG36	145.132749	-37.912564	-0.496	0.325
SG40	24.961156	60.203850	4.727	0.343
SGDM	-117.861702	34.205629	1.673	0.287
SGIL	4.433734	43.677014	-0.040	0.331
SGL1	13.765468	41.406809	2.030	0.786
SGTA	15.365313	41.135603	0.474	0.149
SHAL	9.717588	49.106440	0.160	0.255
SHAO	121.200444	31.099642	-2.307	0.451
SHAW	-72.745216	46.541127	3.814	0.466
SHEB	39.054008	15.853395	0.226	0.168
SHLD	-119.015684	41.868368	0.494	0.175
SHNO	-88.542346	44.761740	-2.278	0.345
SHOB	-2.885799	52.242856	-0.205	0.139
SHOS	-116.298984	35.971346	0.617	0.255
SHPM	-111.862007	45.099055	0.055	0.461
SHRE	-2.716443	52.717946	-0.159	0.370
SHTZ	68.122781	37.562099	-1.454	0.218
SIAI	-90.184987	38.890501	-0.368	0.361
SIBA	-87.106897	45.189353	-2.080	0.371
SICE	-90.997449	38.459675	-0.192	0.187
SIEN	11.312987	43.341593	1.080	0.417
SIGU	24.892708	57.148827	0.884	0.411
SIHS	-91.655441	31.843383	-1.428	0.305
SILK	-118.263868	34.102861	1.280	0.318
SILT	21.466592	55.341946	1.003	0.246
SIM1	7.524975	49.984501	0.541	0.190
SIMA	5.416495	46.224715	-0.104	0.224
SIN2	9.691963	40.573840	1.045	0.393
SIR4	2.208503	48.712168	-0.458	0.296
SITA	91.662455	22.614827	-2.059	0.600
SIVE	39.329273	37.752396	2.198	0.543
SIVS	37.002495	39.743700	0.350	0.301
SJB1	-91.107189	30.396070	-1.032	0.455
SJDV	4.676574	45.879084	-0.117	0.110
SJNB	-66.049516	45.268170	0.186	0.449
SJPL	2.689639	45.663248	-0.599	0.429
SJRP	-49.359951	-20.785518	2.013	0.545
SKE0	21.048291	64.879198	10.314	0.291
SKE8	21.048154	64.879206	14.124	1.418
SKMA	-121.883961	45.694244	-2.228	0.975
SKOP	23.727797	39.121793	-0.187	0.547
SKYB	-118.478629	34.438624	2.064	0.263
SL01	-66.314010	-33.156357	-1.067	0.570
SLAC	-122.204261	37.416516	0.959	0.511
SLC1	15.632954	40.391087	0.553	0.158
SLCN	25.384793	54.315033	0.475	0.242
SLEU	55.288024	-21.195962	-0.142	0.289
SLGO	-8.463207	54.274154	0.760	0.315
SLI4	-119.884287	39.314278	0.928	1.132
SLID	-119.884287	39.314277	1.061	0.220
SLMS	-115.977841	33.292227	0.959	0.296
SLOM	34.283821	31.228182	1.370	0.182
SLVB	-91.251220	47.302611	-1.641	0.395
SLVT	3.268259	43.919804	-0.317	0.235
SMAN	-7.751985	38.459219	-0.162	0.209
SMID	9.559306	55.640645	0.499	0.276
SMKT	81.806541	29.969384	3.192	0.607
SMNE	2.425020	48.844444	-0.898	0.705
SMSP	4.581382	49.115178	-0.095	0.429
SMTG	-2.027465	48.641083	-0.630	0.333
SMYC	-115.587483	36.319592	0.041	0.326
SNAL	15.209156	40.925461	1.326	0.398
SNDL	85.798856	27.384827	1.635	1.443
SNEO	-0.111468	52.185960	-0.352	8.983
SNHS	-117.928624	33.927336	1.790	0.436
SNLR	-78.847006	1.292516	1.169	1.516
SNMG	-16.615222	28.096801	-0.521	0.347
SNOG	-116.807790	34.035212	1.076	1.143
SNST	177.347495	-38.779631	-1.757	0.724
SNTI	-8.588829	42.875317	-0.984	0.300
SODA	26.389050	67.420859	8.152	0.186
SOFI	23.394733	42.556095	-0.271	0.453
SOKL	23.495746	53.408545	2.524	0.354
SOLA	46.400568	24.910677	-0.335	0.258
SONA	1.516826	41.992238	-0.243	0.199
SOPH	7.054098	43.611427	0.144	0.149
SORG	1.132754	42.374533	-0.432	0.139
SORI	-2.470513	41.762237	-0.408	0.466
SORL	-73.095578	46.030202	4.118	0.439
SOUR	2.434972	42.727550	-0.369	0.366
SOUS	2.027094	44.874629	-0.708	0.451
SOWR	-85.533568	42.225866	-1.522	0.347
SPCA	-47.062694	-22.816285	3.261	1.428
SPED	-69.305574	18.461015	-1.356	0.596
SPER	11.509444	46.069381	1.177	0.511
SPIC	-112.127475	39.306214	0.892	0.139
SPK1	-118.646159	34.059342	1.681	0.234
SPMS	-117.848775	33.992654	0.592	0.250
SPN5	-117.423699	47.518356	-0.008	0.210
SPN6	-117.423350	47.518368	-0.220	0.198
SPRG	-117.975333	47.309856	-0.674	0.421
SPT0	12.891349	57.714959	3.910	0.430
SQIM	-123.102043	48.082403	-1.468	0.418
SRDX	-90.644222	38.664650	-0.980	0.269
SRES	-120.957172	35.818417	3.341	0.250
SRGD	-69.347834	-22.871130	0.693	0.625
SRJV	18.413893	43.867852	0.901	0.722
SRLP	-64.280395	-36.621561	-2.402	1.118
SRNK	83.935807	28.260205	0.648	2.103
SRNW	-56.991930	5.945084	-1.921	0.289
SROD	-71.341162	19.475250	-0.987	0.598
SROM	-2.457193	42.233989	-0.257	0.224
SRS1	-120.065220	34.004335	0.258	0.266
SRSA	-65.953294	-24.449790	1.430	1.097
SRZN	-55.203076	5.455643	-0.195	0.216
SSA1	-38.516485	-12.975157	1.669	0.216
SSB2	-119.722590	39.620702	0.502	0.239
SSEH	38.074895	40.162474	1.878	0.498
SSHO	-122.315165	47.682300	-1.042	1.192
STAR	25.627996	42.412708	1.807	0.344
STAS	5.598624	59.017712	0.990	0.367
STAV	5.383301	52.896639	0.541	0.193
STAY	-122.820859	44.830708	-0.692	0.253
STB5	-87.314332	44.795486	-1.403	0.256
STB6	-87.314450	44.795399	-1.561	0.248
STBZ	11.425584	46.898252	1.514	0.209
STCL	-94.180055	45.564238	-2.014	0.199
STEI	-16.815503	28.297704	-0.737	0.323
STGR	4.573847	44.185336	-0.346	0.172
STHL	-5.667346	-15.942534	2.115	0.507
STJ2	-52.678306	47.595232	-0.446	0.395
STJE	-73.264424	45.325047	3.201	0.510
STJM	-94.608804	43.979343	-1.218	0.426
STJO	-52.677749	47.595240	-0.202	0.306
STKR	-82.107124	39.326070	-1.052	0.155
STL7	-89.758894	38.611315	-0.299	0.314
STOR	-6.375401	58.203122	0.123	0.481
STP5	-91.903307	44.303949	-1.793	0.193
STPO	15.632922	48.203114	0.092	0.264
STPS	3.293985	46.308438	-0.317	0.297
STR2	149.010154	-35.316162	-0.400	0.471
STR3	0.009534	51.544614	-0.559	0.518
STR4	149.009874	-35.315692	-1.080	0.358
STRN	-4.712408	54.866596	1.391	0.292
STRO	-2.301389	51.739626	-1.193	0.769
STUE	9.347315	46.472208	0.395	0.146
STVI	-64.974447	18.340094	-0.839	0.658
SUHS	-123.328826	42.986909	-0.906	0.378
SULD	9.742157	56.841759	1.675	0.275
SUM5	-102.511773	34.825063	1.050	0.162
SUM6	-102.512073	34.825060	2.480	0.147
SUME	17.291811	46.964271	0.929	0.191
SUMK	73.997105	44.208131	1.367	0.382
SUN6	17.659791	62.232481	10.337	1.298
SUNS	-112.693376	36.576594	0.531	0.308
SUR4	24.380263	59.463575	5.627	0.872
SUT1	20.810464	-32.380210	1.234	0.299
SUTB	-121.820599	39.205836	0.753	0.354
SUTV	20.810463	-32.380210	0.973	0.243
SUUR	24.380262	59.463580	3.306	0.641
SUWN	127.054241	37.275514	0.160	0.266
SVE6	14.700086	62.017371	13.246	1.262
SVGB	-61.250319	13.274593	0.499	0.790
SVNL	25.995935	55.162756	0.526	0.270
SVTL	29.780875	60.532862	2.396	0.397
SVTO	16.440492	40.604408	0.429	0.132
SWAN	-0.505026	53.736462	-0.244	0.344
SWRD	-6.219028	53.459059	0.347	0.200
SYBC	86.712456	27.814233	3.477	0.763
SYCN	-76.093398	43.115725	-0.284	0.369
SYDN	151.150379	-33.780879	-0.299	0.122
T430	114.138203	22.494720	0.244	1.038
TABL	-117.678280	34.381848	1.255	0.322
TABV	-117.678283	34.381849	1.557	0.929
TAH1	-149.606190	-17.577028	-1.005	0.220
TAH2	-149.606192	-17.577027	-1.647	0.247
TALA	72.210447	42.445465	1.396	0.180
TALS	22.586896	57.246486	1.694	0.437
TAM1	-97.864027	22.278321	-0.532	0.129
TAMA	-0.861723	9.554256	-0.075	0.553
TAN1	7.462601	48.254917	1.542	0.208
TAOR	15.289092	37.852669	2.189	0.723
TARA	-14.115156	28.194124	-1.243	0.422
TARO	9.765745	44.487859	0.959	0.298
TARQ	11.757503	42.253891	2.986	0.746
TARV	13.592637	46.502418	1.084	0.395
TAUR	22.285868	55.252287	0.563	0.255
TAVR	-7.640907	37.132306	-0.564	0.191
TAYS	34.871659	28.551529	0.792	0.329
TBOB	142.057423	-29.450160	1.435	0.315
TBTG	-149.475539	-23.341798	-0.945	0.451
TCMS	120.987390	24.797986	0.034	1.097
TCSG	-113.478194	43.619188	1.288	0.146
TCUN	-103.609120	35.085020	0.605	0.311
TDLS	-121.129507	45.607711	-1.722	0.552
TDOU	30.384007	-23.079910	1.263	0.113
TECO	-103.861008	18.984535	-0.350	0.608
TEDD	-0.343541	51.425289	-0.113	0.180
TEHN	51.334093	35.697282	1.229	0.090
TELA	34.780895	32.067995	2.524	0.145
TELS	22.241025	55.985232	1.099	0.270
TEMA	175.890460	-41.106565	-3.332	1.019
TEOL	11.677270	45.342758	0.108	0.282
TER5	12.635005	42.571769	0.475	0.522
TERO	-64.256781	-27.789145	2.557	1.429
TERR	-15.548373	28.059543	-1.276	0.245
TERS	5.219389	53.362739	0.215	0.369
TERU	-1.124297	40.350501	-0.299	0.177
TGBF	6.747919	53.557427	0.466	0.285
TGBH	8.568184	53.544975	0.416	0.331
TGBU	8.859172	54.121736	0.026	0.287
TGCU	8.717467	53.867730	0.207	0.258
TGDA	8.687056	54.730508	0.804	0.328
TGDE	7.554755	58.006377	1.690	0.365
TGF1	6.587760	54.014833	2.788	0.388
TGF3	7.158162	55.195031	0.768	0.708
TGGC	25.740624	45.124295	0.519	0.279
TGHO	175.996331	-38.812860	-0.096	1.632
TGHR	175.711912	-38.678107	-0.146	0.785
TGME	8.092637	53.771710	0.743	0.393
TGRC	15.651030	38.108321	0.820	0.474
TGRI	175.858493	-38.977128	-1.634	0.834
TGRT	26.666518	47.742836	0.722	0.187
TGTE	7.396096	53.292700	0.050	0.617
TGTS	26.489735	46.474846	1.163	0.324
TGUA	-122.192331	46.219195	-0.974	0.774
TGW2	175.939603	-38.673464	-1.835	1.059
TGWE	7.372026	53.160877	0.300	0.492
THAC	-118.352799	35.032694	2.225	0.410
THAR	-122.174035	46.275251	-0.018	0.935
THCP	-118.414571	35.158182	2.320	0.260
THMG	-116.077250	33.650640	3.395	1.122
THNV	6.170335	49.363901	-0.020	0.404
THOR	-0.247939	46.291569	-0.484	0.110
THTI	-149.606450	-17.577061	-0.120	0.367
THUR	-3.726308	58.581207	1.355	0.221
THUS	-3.725023	58.581575	0.673	1.543
TID1	148.979999	-35.399204	-1.018	0.260
TIFF	-83.150399	41.074979	-1.735	0.384
TILL	-123.830768	45.455129	-0.355	0.443
TILO	27.393653	36.380428	-0.384	0.567
TIR3	10.172363	46.216483	0.857	0.409
TIVA	-116.229706	36.934849	0.696	0.283
TIXG	128.866423	71.634473	-2.174	1.211
TJRN	-120.132562	34.483474	1.287	0.338
TM01	-87.741403	41.664495	-0.873	0.350
TM06	-88.512956	42.147240	-0.702	0.402
TM11	-88.774211	41.905844	-0.386	0.324
TM12	-89.470141	41.821289	-0.491	0.178
TMGO	-105.232711	40.130935	-0.635	0.319
TMIG	-111.920500	43.305660	1.261	0.336
TN01	-16.241154	28.477185	-0.565	0.249
TN26	-84.630100	35.443096	-0.509	0.284
TNCE	39.545633	39.109674	3.119	0.607
TND6	-83.303490	36.021044	-1.053	0.206
TNDA	138.983089	-34.505804	1.544	0.348
TNMO	-101.227845	19.648753	-2.126	0.619
TOD3	12.409820	42.787528	2.541	2.257
TOGU	-49.049099	-11.746705	1.689	0.366
TOIL	27.536637	59.422039	2.943	0.249
TOIY	-117.049407	39.542173	0.284	0.109
TOKA	36.557140	40.331045	0.772	0.531
TONG	-175.179225	-21.144713	3.175	2.918
TOOW	151.928458	-27.534437	-0.787	0.351
TOPG	26.124890	44.447701	0.496	0.275
TOR2	26.461589	58.264743	3.483	0.778
TORI	7.661282	45.063368	0.578	0.285
TORP	-118.330603	33.797798	0.625	0.261
TORY	174.280079	-41.191575	-0.993	0.633
TOW2	147.055689	-19.269279	0.135	0.435
TPLJ	87.709812	27.352241	2.689	0.523
TQPL	-70.642627	-17.304418	2.411	1.965
TRAK	-117.803431	33.617934	3.774	0.431
TRBN	39.711491	41.005410	0.420	0.316
TRE1	-74.594311	46.120557	3.961	0.470
TREN	11.118336	46.090910	0.243	0.306
TREV	12.256539	45.663946	2.136	0.255
